rank,node,importance,in_degree,out_degree,pagerank,clustering,community
2892,1794,0.019432681540184342,0,26,5.0487823458630175e-05,0.12153846153846154,4
2893,1432,0.019420776700126575,6,1,0.00012450386198050153,0.09523809523809523,0
2894,5691,0.019415084062740437,0,49,5.0487823458630175e-05,0.05697278911564626,3
2895,2244,0.019385988120048204,3,0,6.026345327146713e-05,0.16666666666666666,0
2896,2476,0.019378264183612978,0,35,5.0487823458630175e-05,0.0957983193277311,4
2897,5514,0.019377323034713127,12,0,7.201341238685274e-05,0.09848484848484848,3
2898,2502,0.01931819644489066,0,30,5.0487823458630175e-05,0.10919540229885058,4
2899,2541,0.019292276599107504,0,37,5.0487823458630175e-05,0.08933933933933934,4
2900,2548,0.01926855339509315,0,12,5.0487823458630175e-05,0.1590909090909091,4
2901,4429,0.01926855339509315,0,12,5.0487823458630175e-05,0.1590909090909091,3
2902,3373,0.01926855339509315,0,12,5.0487823458630175e-05,0.1590909090909091,4
2903,4718,0.01925475112387815,0,46,5.0487823458630175e-05,0.06376811594202898,3
2904,911,0.019239702274416723,0,27,5.0487823458630175e-05,0.1168091168091168,0
2905,5696,0.019222250154261034,0,50,5.0487823458630175e-05,0.052244897959183675,3
2906,345,0.019186263531168347,0,9,5.0487823458630175e-05,0.16666666666666666,0
2907,5388,0.019156864069149588,3,0,5.72768356257619e-05,0.16666666666666666,3
2908,5426,0.019134382605561807,10,0,6.950214819007996e-05,0.1111111111111111,3
2909,4150,0.01906261664800299,0,16,5.0487823458630175e-05,0.14583333333333334,3
2910,4303,0.019050892926178405,3,0,5.589550841767525e-05,0.16666666666666666,0
2911,7498,0.019049501865062123,9,0,0.00011316074396723068,0.08333333333333333,1
2912,2935,0.01904664142626069,0,36,5.0487823458630175e-05,0.08968253968253968,3
2913,5181,0.019039139103597082,0,41,5.0487823458630175e-05,0.07560975609756097,3
2914,3343,0.01902403307778448,0,13,5.0487823458630175e-05,0.15384615384615385,4
2915,5709,0.01902045781750146,9,11,9.893953000473687e-05,0.06315789473684211,3
2916,7056,0.018991976298807205,0,37,5.0487823458630175e-05,0.08633633633633633,1
2917,2156,0.018978163493840985,0,41,5.0487823458630175e-05,0.075,0
2918,7132,0.01897336885868376,0,30,5.0487823458630175e-05,0.10574712643678161,1
2919,2690,0.018971143078645877,0,26,5.0487823458630175e-05,0.11692307692307692,4
2920,8271,0.018958094332166095,2,1,5.9593537620525745e-05,0.16666666666666666,1
2921,383,0.018911115635639714,0,45,5.0487823458630175e-05,0.06313131313131314,0
2922,1770,0.018894253704413347,11,1,0.00010024914458052547,0.07575757575757576,0
2923,2274,0.01888997760358343,0,48,5.0487823458630175e-05,0.05452127659574468,0
2924,1751,0.018874062502940707,0,35,5.0487823458630175e-05,0.0907563025210084,4
2925,842,0.01885842632994813,0,30,5.0487823458630175e-05,0.10459770114942529,0
2926,3109,0.018811087372281814,3,9,7.917658597323906e-05,0.12121212121212122,3
2927,1462,0.018801325121313925,0,48,5.0487823458630175e-05,0.053634751773049646,0
2928,7557,0.01878604291768371,13,0,0.00010892208277204354,0.057692307692307696,1
2929,6627,0.0187732705624243,0,50,5.0487823458630175e-05,0.04775510204081632,1
2930,2889,0.018754537735500783,0,14,5.0487823458630175e-05,0.14835164835164835,3
2931,5311,0.018753641716974224,11,0,0.00010601545572891967,0.07272727272727272,3
2932,5115,0.018743216172935454,15,0,9.817345391718652e-05,0.05238095238095238,3
2933,1986,0.018729826757130624,0,17,5.0487823458630175e-05,0.13970588235294118,0
2934,8019,0.01872872691572088,8,0,0.000109777422974988,0.08928571428571429,1
2935,618,0.018727005632696185,2,11,5.3512241326818106e-05,0.14102564102564102,0
2936,1657,0.0186954545494184,8,0,6.279037213552163e-05,0.125,0
2937,1435,0.018685528560891448,10,0,0.00010710115496568929,0.07777777777777778,0
2938,5643,0.01865717639974159,13,0,9.888658672418148e-05,0.0641025641025641,1
2939,2804,0.01864594998133632,0,16,5.0487823458630175e-05,0.14166666666666666,4
2940,3525,0.01864594998133632,0,16,5.0487823458630175e-05,0.14166666666666666,4
2941,398,0.01862635311683464,0,7,5.0487823458630175e-05,0.16666666666666666,1
2942,2598,0.01862635311683464,0,7,5.0487823458630175e-05,0.16666666666666666,0
2943,284,0.01862635311683464,0,7,5.0487823458630175e-05,0.16666666666666666,0
2944,7038,0.01862635311683464,0,7,5.0487823458630175e-05,0.16666666666666666,1
2945,3925,0.01862635311683464,0,7,5.0487823458630175e-05,0.16666666666666666,3
2946,6045,0.01862635311683464,0,7,5.0487823458630175e-05,0.16666666666666666,1
2947,5039,0.01862635311683464,0,7,5.0487823458630175e-05,0.16666666666666666,3
2948,5013,0.01862635311683464,0,7,5.0487823458630175e-05,0.16666666666666666,3
2949,1875,0.01861352183650616,0,33,5.0487823458630175e-05,0.09375,4
2950,7819,0.01858481598397628,11,0,6.826499377950409e-05,0.1,1
2951,4377,0.01853405273338084,0,11,5.0487823458630175e-05,0.15454545454545454,3
2952,1691,0.018528372603240625,0,50,5.0487823458630175e-05,0.045306122448979594,4
2953,1507,0.01852741834882197,12,2,6.741808805341194e-05,0.08791208791208792,0
2954,3110,0.01849810696955154,0,21,5.0487823458630175e-05,0.1261904761904762,4
2955,66,0.018449107339443025,0,44,5.0487823458630175e-05,0.0613107822410148,0
2956,2706,0.018437886539460876,0,18,5.0487823458630175e-05,0.13398692810457516,4
2957,8050,0.018437665850953765,6,9,6.38741459558616e-05,0.10952380952380952,1
2958,5045,0.018425682237898755,9,0,8.692521458422962e-05,0.09722222222222222,3
2959,3948,0.018355758463261262,0,26,5.0487823458630175e-05,0.11076923076923077,4
2960,2084,0.01835510762722409,0,10,5.0487823458630175e-05,0.15555555555555556,0
2961,4924,0.01835510762722409,0,10,5.0487823458630175e-05,0.15555555555555556,3
2962,5549,0.01835510762722409,0,10,5.0487823458630175e-05,0.15555555555555556,3
2963,6461,0.018346397909667786,0,6,5.0487823458630175e-05,0.16666666666666666,1
2964,3667,0.018346397909667786,0,6,5.0487823458630175e-05,0.16666666666666666,4
2965,3044,0.018346397909667786,0,6,5.0487823458630175e-05,0.16666666666666666,4
2966,5048,0.018346397909667786,0,6,5.0487823458630175e-05,0.16666666666666666,1
2967,7665,0.018346397909667786,0,6,5.0487823458630175e-05,0.16666666666666666,1
2968,7812,0.018346397909667786,0,6,5.0487823458630175e-05,0.16666666666666666,1
2969,4119,0.018346397909667786,0,6,5.0487823458630175e-05,0.16666666666666666,4
2970,3147,0.018346397909667786,0,6,5.0487823458630175e-05,0.16666666666666666,4
2971,5528,0.018346397909667786,0,6,5.0487823458630175e-05,0.16666666666666666,3
2972,378,0.018321598342108194,17,0,8.154289895912817e-05,0.04779411764705882,0
2973,7390,0.018313127870555203,0,24,5.0487823458630175e-05,0.11594202898550725,1
2974,45,0.0183110702287634,0,8,5.0487823458630175e-05,0.16071428571428573,0
2975,699,0.0183110702287634,0,8,5.0487823458630175e-05,0.16071428571428573,0
2976,4960,0.0183110702287634,0,8,5.0487823458630175e-05,0.16071428571428573,3
2977,4942,0.01830852856555409,9,0,6.729404417273262e-05,0.1111111111111111,3
2978,7146,0.01829989509184074,11,1,0.00011225162236536163,0.06060606060606061,1
2979,7062,0.018293210262242603,4,4,5.390108148624948e-05,0.14285714285714285,1
2980,2226,0.018288481250407343,0,28,5.0487823458630175e-05,0.10449735449735449,1
2981,5075,0.018280071666212115,6,0,6.362713778827744e-05,0.13333333333333333,3
2982,7520,0.018264456901368596,7,3,8.73689440377837e-05,0.1,1
2983,4639,0.018243160139650334,6,0,0.00010659578947359436,0.1,3
2984,2832,0.01824265831752634,0,50,5.0487823458630175e-05,0.04244897959183674,4
2985,6068,0.018232760177726404,0,32,5.0487823458630175e-05,0.09274193548387097,1
2986,101,0.018229283314669654,0,16,5.0487823458630175e-05,0.1375,0
2987,5267,0.018208457179110273,3,2,5.93409096405044e-05,0.15,3
2988,188,0.01817916333523929,1,3,5.0698675364579204e-05,0.16666666666666666,4
2989,7598,0.01814003698802131,0,33,5.0487823458630175e-05,0.08901515151515152,1
2990,3142,0.018097056851856082,0,49,5.0487823458630175e-05,0.04379251700680272,1
2991,180,0.01808753227016871,0,54,5.0487823458630175e-05,0.0296995108315863,0
2992,2112,0.018025577286812585,7,1,8.224289086997529e-05,0.10714285714285714,0
2993,5553,0.017998712476535155,0,46,5.0487823458630175e-05,0.051207729468599035,1
2994,5008,0.01795765099236544,0,27,5.0487823458630175e-05,0.10398860398860399,3
2995,426,0.01794157812798733,0,41,5.0487823458630175e-05,0.06463414634146342,0
2996,1092,0.017897592093230472,13,0,7.227399476368777e-05,0.07692307692307693,0
2997,649,0.017864874953340798,0,40,5.0487823458630175e-05,0.06666666666666667,0
2998,2033,0.01784732624598246,0,22,5.0487823458630175e-05,0.11688311688311688,3
2999,1041,0.017841954811039756,0,49,5.0487823458630175e-05,0.04124149659863945,3
3000,4039,0.01779737464227946,0,9,5.0487823458630175e-05,0.1527777777777778,4
3001,4314,0.01778648749533408,0,4,5.0487823458630175e-05,0.16666666666666666,3
3002,3561,0.01778648749533408,0,4,5.0487823458630175e-05,0.16666666666666666,4
3003,5010,0.01778648749533408,0,4,5.0487823458630175e-05,0.16666666666666666,1
3004,2985,0.01778648749533408,0,4,5.0487823458630175e-05,0.16666666666666666,4
3005,6896,0.01778648749533408,0,4,5.0487823458630175e-05,0.16666666666666666,1
3006,1212,0.01778648749533408,0,4,5.0487823458630175e-05,0.16666666666666666,0
3007,7829,0.01778648749533408,0,4,5.0487823458630175e-05,0.16666666666666666,1
3008,1052,0.01778648749533408,0,4,5.0487823458630175e-05,0.16666666666666666,0
3009,3025,0.01778648749533408,0,4,5.0487823458630175e-05,0.16666666666666666,0
3010,3391,0.01778648749533408,0,4,5.0487823458630175e-05,0.16666666666666666,4
3011,4765,0.01778648749533408,0,4,5.0487823458630175e-05,0.16666666666666666,3
3012,2407,0.01778648749533408,0,4,5.0487823458630175e-05,0.16666666666666666,0
3013,1198,0.01778648749533408,0,4,5.0487823458630175e-05,0.16666666666666666,0
3014,2518,0.01778648749533408,0,4,5.0487823458630175e-05,0.16666666666666666,4
3015,1383,0.01778648749533408,0,4,5.0487823458630175e-05,0.16666666666666666,0
3016,7424,0.01778648749533408,0,4,5.0487823458630175e-05,0.16666666666666666,1
3017,7929,0.01778648749533408,0,4,5.0487823458630175e-05,0.16666666666666666,1
3018,5707,0.01778648749533408,0,4,5.0487823458630175e-05,0.16666666666666666,3
3019,4062,0.01778648749533408,0,4,5.0487823458630175e-05,0.16666666666666666,4
3020,6487,0.01778648749533408,0,4,5.0487823458630175e-05,0.16666666666666666,3
3021,4431,0.01778648749533408,0,4,5.0487823458630175e-05,0.16666666666666666,4
3022,3406,0.01778648749533408,0,4,5.0487823458630175e-05,0.16666666666666666,4
3023,3583,0.01778648749533408,0,4,5.0487823458630175e-05,0.16666666666666666,4
3024,7597,0.01778648749533408,0,4,5.0487823458630175e-05,0.16666666666666666,1
3025,2108,0.01778648749533408,0,4,5.0487823458630175e-05,0.16666666666666666,0
3026,244,0.01778648749533408,0,4,5.0487823458630175e-05,0.16666666666666666,0
3027,5405,0.01778648749533408,0,4,5.0487823458630175e-05,0.16666666666666666,3
3028,4383,0.01778648749533408,0,4,5.0487823458630175e-05,0.16666666666666666,1
3029,462,0.01778648749533408,0,4,5.0487823458630175e-05,0.16666666666666666,0
3030,343,0.01778648749533408,0,4,5.0487823458630175e-05,0.16666666666666666,0
3031,7933,0.01778648749533408,0,4,5.0487823458630175e-05,0.16666666666666666,1
3032,331,0.01778648749533408,0,4,5.0487823458630175e-05,0.16666666666666666,0
3033,916,0.01778648749533408,0,4,5.0487823458630175e-05,0.16666666666666666,0
3034,5982,0.01778648749533408,0,4,5.0487823458630175e-05,0.16666666666666666,1
3035,933,0.017784291768219045,0,18,5.0487823458630175e-05,0.12745098039215685,0
3036,5316,0.01776964960968564,0,24,5.0487823458630175e-05,0.1105072463768116,3
3037,6805,0.017762064894676726,12,0,0.00011020833891456258,0.05303030303030303,1
3038,4818,0.01775938072130681,0,28,5.0487823458630175e-05,0.0992063492063492,3
3039,3603,0.017753401879941635,0,12,5.0487823458630175e-05,0.14393939393939395,3
3040,4068,0.017753129469645593,6,6,6.053816435333305e-05,0.11363636363636363,3
3041,3081,0.017704367301231802,0,20,5.0487823458630175e-05,0.12105263157894737,4
3042,7533,0.01769590353282917,5,0,0.00010801918553989083,0.1,1
3043,7490,0.01766660507244807,3,27,6.817414596801273e-05,0.067816091954023,1
3044,3041,0.017655636636599685,0,14,5.0487823458630175e-05,0.13736263736263737,4
3045,588,0.017630876029532245,0,22,5.0487823458630175e-05,0.11471861471861472,0
3046,2368,0.017626885580660036,0,17,5.0487823458630175e-05,0.12867647058823528,4
3047,5050,0.017624961824289933,0,11,5.0487823458630175e-05,0.14545454545454545,3
3048,2217,0.017624961824289933,0,11,5.0487823458630175e-05,0.14545454545454545,4
3049,5532,0.017586527694030497,0,26,5.0487823458630175e-05,0.10307692307692308,3
3050,1051,0.0175639298678395,0,46,5.0487823458630175e-05,0.04685990338164251,0
3051,4511,0.017532661440836133,0,15,5.0487823458630175e-05,0.13333333333333333,3
3052,5934,0.017507247620868464,0,42,5.0487823458630175e-05,0.05749128919860627,3
3053,6561,0.017506532288167228,0,3,5.0487823458630175e-05,0.16666666666666666,3
3054,3162,0.017506532288167228,0,3,5.0487823458630175e-05,0.16666666666666666,4
3055,679,0.017506532288167228,0,3,5.0487823458630175e-05,0.16666666666666666,0
3056,494,0.017506532288167228,0,3,5.0487823458630175e-05,0.16666666666666666,0
3057,6779,0.017506532288167228,0,3,5.0487823458630175e-05,0.16666666666666666,1
3058,2969,0.017506532288167228,0,3,5.0487823458630175e-05,0.16666666666666666,4
3059,5661,0.017506532288167228,0,3,5.0487823458630175e-05,0.16666666666666666,3
3060,7380,0.017506532288167228,0,3,5.0487823458630175e-05,0.16666666666666666,1
3061,2011,0.017506532288167228,0,3,5.0487823458630175e-05,0.16666666666666666,0
3062,5197,0.017506532288167228,0,3,5.0487823458630175e-05,0.16666666666666666,3
3063,7020,0.017506532288167228,0,3,5.0487823458630175e-05,0.16666666666666666,1
3064,5930,0.017506532288167228,0,3,5.0487823458630175e-05,0.16666666666666666,3
3065,2309,0.017506532288167228,0,3,5.0487823458630175e-05,0.16666666666666666,2
3066,2314,0.017506532288167228,0,3,5.0487823458630175e-05,0.16666666666666666,2
3067,6212,0.017506532288167228,0,3,5.0487823458630175e-05,0.16666666666666666,1
3068,2360,0.017506532288167228,0,3,5.0487823458630175e-05,0.16666666666666666,4
3069,4213,0.017506532288167228,0,3,5.0487823458630175e-05,0.16666666666666666,4
3070,541,0.017506532288167228,0,3,5.0487823458630175e-05,0.16666666666666666,0
3071,6081,0.017506532288167228,0,3,5.0487823458630175e-05,0.16666666666666666,3
3072,4705,0.017506532288167228,0,3,5.0487823458630175e-05,0.16666666666666666,3
3073,8048,0.017506532288167228,0,3,5.0487823458630175e-05,0.16666666666666666,1
3074,5797,0.017506532288167228,0,3,5.0487823458630175e-05,0.16666666666666666,3
3075,642,0.017506532288167228,0,3,5.0487823458630175e-05,0.16666666666666666,0
3076,3403,0.017506532288167228,0,3,5.0487823458630175e-05,0.16666666666666666,4
3077,4952,0.017506532288167228,0,3,5.0487823458630175e-05,0.16666666666666666,3
3078,6071,0.017506532288167228,0,3,5.0487823458630175e-05,0.16666666666666666,1
3079,3399,0.017506532288167228,0,3,5.0487823458630175e-05,0.16666666666666666,4
3080,4089,0.017506532288167228,0,3,5.0487823458630175e-05,0.16666666666666666,4
3081,5536,0.017506532288167228,0,3,5.0487823458630175e-05,0.16666666666666666,3
3082,3397,0.017506532288167228,0,3,5.0487823458630175e-05,0.16666666666666666,4
3083,6119,0.017506532288167228,0,3,5.0487823458630175e-05,0.16666666666666666,3
3084,2412,0.017506532288167228,0,3,5.0487823458630175e-05,0.16666666666666666,0
3085,830,0.017506532288167228,0,3,5.0487823458630175e-05,0.16666666666666666,0
3086,5344,0.017506532288167228,0,3,5.0487823458630175e-05,0.16666666666666666,3
3087,3530,0.017506532288167228,0,3,5.0487823458630175e-05,0.16666666666666666,4
3088,2998,0.017506532288167228,0,3,5.0487823458630175e-05,0.16666666666666666,4
3089,4737,0.017506532288167228,0,3,5.0487823458630175e-05,0.16666666666666666,3
3090,3543,0.017506532288167228,0,3,5.0487823458630175e-05,0.16666666666666666,4
3091,7401,0.017506532288167228,0,3,5.0487823458630175e-05,0.16666666666666666,1
3092,268,0.017506532288167228,0,3,5.0487823458630175e-05,0.16666666666666666,0
3093,3876,0.017506532288167228,0,3,5.0487823458630175e-05,0.16666666666666666,4
3094,7968,0.017506532288167228,0,3,5.0487823458630175e-05,0.16666666666666666,1
3095,1338,0.017506532288167228,0,3,5.0487823458630175e-05,0.16666666666666666,0
3096,2198,0.017506532288167228,0,3,5.0487823458630175e-05,0.16666666666666666,0
3097,7139,0.017506532288167228,0,3,5.0487823458630175e-05,0.16666666666666666,1
3098,4318,0.017506532288167228,0,3,5.0487823458630175e-05,0.16666666666666666,3
3099,770,0.017506532288167228,0,3,5.0487823458630175e-05,0.16666666666666666,0
3100,169,0.017506532288167228,0,3,5.0487823458630175e-05,0.16666666666666666,0
3101,690,0.017506532288167228,0,3,5.0487823458630175e-05,0.16666666666666666,3
3102,812,0.017506532288167228,0,3,5.0487823458630175e-05,0.16666666666666666,0
3103,1187,0.017506532288167228,0,3,5.0487823458630175e-05,0.16666666666666666,0
3104,5060,0.017506532288167228,0,3,5.0487823458630175e-05,0.16666666666666666,3
3105,2780,0.017506532288167228,0,3,5.0487823458630175e-05,0.16666666666666666,3
3106,7271,0.017506532288167228,0,3,5.0487823458630175e-05,0.16666666666666666,1
3107,414,0.017506532288167228,0,3,5.0487823458630175e-05,0.16666666666666666,0
3108,2762,0.017506532288167228,0,3,5.0487823458630175e-05,0.16666666666666666,0
3109,4375,0.017506532288167228,0,3,5.0487823458630175e-05,0.16666666666666666,4
3110,2184,0.017506532288167228,0,3,5.0487823458630175e-05,0.16666666666666666,0
3111,5126,0.017506532288167228,0,3,5.0487823458630175e-05,0.16666666666666666,3
3112,318,0.017506532288167228,0,3,5.0487823458630175e-05,0.16666666666666666,0
3113,2728,0.017506532288167228,0,3,5.0487823458630175e-05,0.16666666666666666,0
3114,1632,0.017506532288167228,0,3,5.0487823458630175e-05,0.16666666666666666,0
3115,5095,0.017506532288167228,0,3,5.0487823458630175e-05,0.16666666666666666,1
3116,585,0.017506532288167228,0,3,5.0487823458630175e-05,0.16666666666666666,0
3117,1134,0.017506532288167228,0,3,5.0487823458630175e-05,0.16666666666666666,0
3118,5720,0.017506532288167228,0,3,5.0487823458630175e-05,0.16666666666666666,3
3119,957,0.017506532288167228,0,3,5.0487823458630175e-05,0.16666666666666666,0
3120,5722,0.017506532288167228,0,3,5.0487823458630175e-05,0.16666666666666666,3
3121,2127,0.017506532288167228,0,3,5.0487823458630175e-05,0.16666666666666666,0
3122,3280,0.017506532288167228,0,3,5.0487823458630175e-05,0.16666666666666666,4
3123,1599,0.017506532288167228,0,3,5.0487823458630175e-05,0.16666666666666666,0
3124,1147,0.017506532288167228,0,3,5.0487823458630175e-05,0.16666666666666666,4
3125,3233,0.017506532288167228,0,3,5.0487823458630175e-05,0.16666666666666666,4
3126,6180,0.017506532288167228,0,3,5.0487823458630175e-05,0.16666666666666666,1
3127,6127,0.017506532288167228,0,3,5.0487823458630175e-05,0.16666666666666666,1
3128,7502,0.017506532288167228,0,3,5.0487823458630175e-05,0.16666666666666666,1
3129,4164,0.017506532288167228,0,3,5.0487823458630175e-05,0.16666666666666666,1
3130,2867,0.017506532288167228,0,3,5.0487823458630175e-05,0.16666666666666666,3
3131,6312,0.017506532288167228,0,3,5.0487823458630175e-05,0.16666666666666666,3
3132,5565,0.017506532288167228,0,3,5.0487823458630175e-05,0.16666666666666666,3
3133,6295,0.017506532288167228,0,3,5.0487823458630175e-05,0.16666666666666666,1
3134,8066,0.017506532288167228,0,3,5.0487823458630175e-05,0.16666666666666666,1
3135,2049,0.017506532288167228,0,3,5.0487823458630175e-05,0.16666666666666666,4
3136,5151,0.017506532288167228,0,3,5.0487823458630175e-05,0.16666666666666666,3
3137,165,0.017506532288167228,0,3,5.0487823458630175e-05,0.16666666666666666,0
3138,1105,0.017506532288167228,0,3,5.0487823458630175e-05,0.16666666666666666,0
3139,2482,0.017506532288167228,0,3,5.0487823458630175e-05,0.16666666666666666,0
3140,3072,0.017498880179171332,0,25,5.0487823458630175e-05,0.105,4
3141,1962,0.017495815723247723,0,31,5.0487823458630175e-05,0.08817204301075268,0
3142,4012,0.017452172757105207,9,0,7.423557950578088e-05,0.09722222222222222,4
3143,3478,0.017449175611576946,0,42,5.0487823458630175e-05,0.056910569105691054,3
3144,3345,0.01744549107436928,0,35,5.0487823458630175e-05,0.07647058823529412,3
3145,5820,0.017441209406494962,0,20,5.0487823458630175e-05,0.11842105263157894,1
3146,6813,0.017435706785432672,6,1,9.242148701697886e-05,0.1,3
3147,1762,0.017413213885778274,0,47,5.0487823458630175e-05,0.0425531914893617,1
3148,5810,0.01735515420980919,0,29,5.0487823458630175e-05,0.09236453201970443,3
3149,4976,0.01730853498222893,0,23,5.0487823458630175e-05,0.10869565217391304,3
3150,53,0.017261033106497833,0,39,5.0487823458630175e-05,0.06342780026990553,4
3151,6525,0.017259238521836508,0,17,5.0487823458630175e-05,0.125,1
3152,5191,0.017243996516112976,0,10,5.0487823458630175e-05,0.14444444444444443,3
3153,6016,0.017243996516112976,0,10,5.0487823458630175e-05,0.14444444444444443,1
3154,6577,0.017243996516112976,0,10,5.0487823458630175e-05,0.14444444444444443,1
3155,2425,0.017178317570572747,9,0,0.00010687405357763752,0.06944444444444445,0
3156,3665,0.017178051511758118,0,20,5.0487823458630175e-05,0.11578947368421053,1
3157,6691,0.01717465275278633,5,0,0.00023157408764864097,0.0,0
3158,6529,0.01715522313539407,14,0,8.268862420073364e-05,0.054945054945054944,3
3159,6608,0.017130696996977217,0,18,5.0487823458630175e-05,0.12091503267973856,3
3160,1003,0.017130696996977217,0,18,5.0487823458630175e-05,0.12091503267973856,0
3161,4767,0.017106186087149134,0,14,5.0487823458630175e-05,0.13186813186813187,3
3162,3225,0.017100956154707556,0,13,5.0487823458630175e-05,0.1346153846153846,4
3163,4756,0.01709423461943059,0,34,5.0487823458630175e-05,0.07575757575757576,3
3164,1050,0.017074900151282348,0,44,5.0487823458630175e-05,0.04756871035940803,0
3165,48,0.01706953554098011,0,21,5.0487823458630175e-05,0.11190476190476191,0
3166,4007,0.017056470964645656,0,15,5.0487823458630175e-05,0.12857142857142856,4
3167,7865,0.01704501192852622,0,24,5.0487823458630175e-05,0.10326086956521739,1
3168,4433,0.01704501192852622,0,24,5.0487823458630175e-05,0.10326086956521739,3
3169,3209,0.017026943981645865,0,41,5.0487823458630175e-05,0.05548780487804878,4
3170,5382,0.01701505536891875,0,19,5.0487823458630175e-05,0.11695906432748537,3
3171,3971,0.017013609976794693,11,7,7.591330324150956e-05,0.058823529411764705,4
3172,1623,0.016991127573434406,0,39,5.0487823458630175e-05,0.06072874493927125,0
3173,8276,0.016971815947326847,9,0,0.00014039047712631174,0.041666666666666664,1
3174,2484,0.01696624076145032,14,0,0.00010171141124317848,0.038461538461538464,0
3175,187,0.016964949271780178,0,37,5.0487823458630175e-05,0.06606606606606606,0
3176,6226,0.01694917726330205,13,0,7.662292501021842e-05,0.0641025641025641,3
3177,4347,0.01694635794299848,0,55,5.0487823458630175e-05,0.015488215488215488,1
3178,6130,0.01693930303971148,6,1,6.112244322882889e-05,0.11904761904761904,3
3179,694,0.016883530289083064,5,0,9.74299512139645e-05,0.1,0
3180,2255,0.01685065443292514,0,31,5.0487823458630175e-05,0.08172043010752689,0
3181,3888,0.016832839525116196,7,1,8.997230270245216e-05,0.08928571428571429,4
3182,201,0.016831440302884873,0,21,5.0487823458630175e-05,0.10952380952380952,0
3183,6991,0.0168038996113563,0,18,5.0487823458630175e-05,0.11764705882352941,1
3184,5298,0.016795663310098463,12,0,9.761135481787304e-05,0.05303030303030303,1
3185,601,0.016794121408109458,8,9,9.085647014138588e-05,0.05925925925925926,0
3186,7564,0.01674312755120471,0,31,5.0487823458630175e-05,0.08064516129032258,1
3187,8263,0.016730926158942575,7,2,7.464948141610084e-05,0.09722222222222222,1
3188,1242,0.01671587091519902,0,11,5.0487823458630175e-05,0.13636363636363635,0
3189,5550,0.01671587091519902,0,11,5.0487823458630175e-05,0.13636363636363635,1
3190,2247,0.016649002154523942,7,0,0.0001145018664939453,0.07142857142857142,0
3191,5196,0.01661985695191995,0,32,5.0487823458630175e-05,0.07661290322580645,1
3192,3985,0.01661985695191995,0,32,5.0487823458630175e-05,0.07661290322580645,3
3193,6080,0.016576028296749243,9,0,0.0001171273302687813,0.05555555555555555,3
3194,1233,0.016556735537698583,0,14,5.0487823458630175e-05,0.12637362637362637,0
3195,553,0.016548624947281165,0,22,5.0487823458630175e-05,0.1038961038961039,0
3196,4943,0.01652807378776385,0,31,5.0487823458630175e-05,0.07849462365591398,1
3197,1086,0.016525355943049113,0,8,5.0487823458630175e-05,0.14285714285714285,0
3198,365,0.016525355943049113,0,8,5.0487823458630175e-05,0.14285714285714285,0
3199,1089,0.016525355943049113,0,8,5.0487823458630175e-05,0.14285714285714285,0
3200,4415,0.016523944404189448,0,17,5.0487823458630175e-05,0.11764705882352941,3
3201,3678,0.016523944404189448,0,17,5.0487823458630175e-05,0.11764705882352941,4
3202,139,0.01651449882132973,0,37,5.0487823458630175e-05,0.06156156156156156,0
3203,689,0.01648814450557476,0,47,5.0487823458630175e-05,0.03330249768732655,0
3204,7222,0.016440762051473615,5,1,8.800929639982246e-05,0.1,1
3205,1803,0.016430260047281323,0,19,5.0487823458630175e-05,0.1111111111111111,0
3206,6626,0.01640848575339057,0,9,5.0487823458630175e-05,0.1388888888888889,1
3207,6635,0.01640848575339057,0,9,5.0487823458630175e-05,0.1388888888888889,1
3208,7096,0.016399776035834267,0,5,5.0487823458630175e-05,0.15,1
3209,4155,0.016399776035834267,0,5,5.0487823458630175e-05,0.15,4
3210,4312,0.016399776035834267,0,5,5.0487823458630175e-05,0.15,4
3211,6069,0.016399776035834267,0,5,5.0487823458630175e-05,0.15,3
3212,102,0.016399776035834267,0,5,5.0487823458630175e-05,0.15,0
3213,5590,0.016399776035834267,0,5,5.0487823458630175e-05,0.15,3
3214,4893,0.016399776035834267,0,5,5.0487823458630175e-05,0.15,3
3215,240,0.016399776035834267,0,5,5.0487823458630175e-05,0.15,0
3216,5890,0.016399776035834267,0,5,5.0487823458630175e-05,0.15,3
3217,1005,0.016399776035834267,0,5,5.0487823458630175e-05,0.15,0
3218,5666,0.016399776035834267,0,5,5.0487823458630175e-05,0.15,1
3219,4535,0.016399776035834267,0,5,5.0487823458630175e-05,0.15,4
3220,6093,0.016399776035834267,0,5,5.0487823458630175e-05,0.15,3
3221,521,0.016399776035834267,0,5,5.0487823458630175e-05,0.15,0
3222,3094,0.016399776035834267,0,5,5.0487823458630175e-05,0.15,3
3223,4426,0.016399776035834267,0,5,5.0487823458630175e-05,0.15,3
3224,2567,0.016399776035834267,0,5,5.0487823458630175e-05,0.15,0
3225,2807,0.016399776035834267,0,5,5.0487823458630175e-05,0.15,0
3226,4486,0.016388577827547594,0,20,5.0487823458630175e-05,0.10789473684210527,3
3227,8132,0.016370240695548887,14,0,9.394258773171597e-05,0.038461538461538464,1
3228,7350,0.016355249826694396,0,21,5.0487823458630175e-05,0.10476190476190476,1
3229,3392,0.016340794563778887,0,33,5.0487823458630175e-05,0.07102272727272728,4
3230,269,0.016329690697764222,0,30,5.0487823458630175e-05,0.07931034482758621,0
